訂單ID,桌號,訂單狀態,總金額,訂單內容(JSON),建立時間
圓3-20250724-1919,圓3 (https://www.notion.so/3-23afd5adc30b8073a60ced70be8a11e3?pvs=21),點餐中,https://www.notion.so/23afd5adc30b811e90a5e144bf50c50f,"{""name"":""冰淇淋"",""price"":30,""category"":""甜點"",""itemType"":""單點"",""quantity"":1,""note"":{}}",2025年7月24日 下午7:19
